handle,word,rate,count
realDonaldTrump,danger,-1,2
realDonaldTrump,dangerous,-1,4
realDonaldTrump,dead,-1,10
realDonaldTrump,debt,-1,5
realDonaldTrump,defeat,1,3
realDonaldTrump,depression,-1,1
realDonaldTrump,despair,-1,1
realDonaldTrump,desperate,-1,5
realDonaldTrump,desperately,-1,1
realDonaldTrump,desperation,-1,1
realDonaldTrump,destiny,1,1
realDonaldTrump,destroy,-1,8
realDonaldTrump,destruction,-1,2
realDonaldTrump,destructive,-1,1
realDonaldTrump,devastated,-1,2
realDonaldTrump,devastating,-1,1
realDonaldTrump,devastation,-1,1
realDonaldTrump,died,-1,2
realDonaldTrump,dim,-1,1
realDonaldTrump,dirty,-1,1
realDonaldTrump,disabled,-1,1
realDonaldTrump,disappoint,-1,1
realDonaldTrump,disapproval,-1,1
realDonaldTrump,disarray,-1,1
realDonaldTrump,disaster,-1,14
realDonaldTrump,disastrous,-1,3
realDonaldTrump,discord,-1,1
realDonaldTrump,disgrace,-1,4
realDonaldTrump,disgraceful,-1,1
realDonaldTrump,disgusting,-1,5
realDonaldTrump,dishonest,-1,33
realDonaldTrump,dishonesty,-1,1
realDonaldTrump,dislike,-1,1
realDonaldTrump,disrespect,-1,2
realDonaldTrump,disrespectful,-1,1
realDonaldTrump,disrupt,-1,1
realDonaldTrump,distort,-1,1
realDonaldTrump,distorted,-1,1
realDonaldTrump,distortion,-1,1
realDonaldTrump,distract,-1,1
realDonaldTrump,dope,-1,2
realDonaldTrump,doubt,-1,2
realDonaldTrump,dumb,-1,12
realDonaldTrump,dying,-1,1
realDonaldTrump,easier,1,1
realDonaldTrump,easy,1,2
realDonaldTrump,effective,1,1
realDonaldTrump,embarrassing,-1,1
realDonaldTrump,endorse,1,2
realDonaldTrump,endorsed,1,11
realDonaldTrump,endorsement,1,16
realDonaldTrump,endorsing,1,2
realDonaldTrump,enemies,-1,2
realDonaldTrump,enemy,-1,1
realDonaldTrump,enhance,1,1
realDonaldTrump,enjoy,1,53
realDonaldTrump,enjoyed,1,3
realDonaldTrump,enjoying,1,2
realDonaldTrump,enough,1,1
realDonaldTrump,enslave,-1,1
realDonaldTrump,enthusiasm,1,4
realDonaldTrump,enthusiastic,1,2
realDonaldTrump,erratic,-1,1
realDonaldTrump,ethical,1,1
realDonaldTrump,evil,-1,1
realDonaldTrump,evils,-1,1
realDonaldTrump,excited,1,1
realDonaldTrump,excitement,1,1
realDonaldTrump,exciting,1,4
realDonaldTrump,excuse,-1,1
realDonaldTrump,exhausted,-1,4
realDonaldTrump,explode,-1,1
realDonaldTrump,extortion,-1,1
realDonaldTrump,extraordinary,1,2
realDonaldTrump,fail,-1,2
realDonaldTrump,failed,-1,13
realDonaldTrump,failing,-1,31
realDonaldTrump,fails,-1,1
realDonaldTrump,failure,-1,3
realDonaldTrump,fair,1,4
realDonaldTrump,fairly,1,1
realDonaldTrump,faith,1,2
realDonaldTrump,fake,-1,2
realDonaldTrump,fallen,-1,1
realDonaldTrump,falling,-1,2
realDonaldTrump,falls,-1,1
realDonaldTrump,fame,1,2
realDonaldTrump,fans,1,3
realDonaldTrump,fantastic,1,14
realDonaldTrump,fast,1,3
realDonaldTrump,favor,1,3
realDonaldTrump,favorable,1,1
realDonaldTrump,favorite,1,1
realDonaldTrump,fear,-1,1
realDonaldTrump,fearless,1,1
realDonaldTrump,fell,-1,2
realDonaldTrump,fiction,-1,5
realDonaldTrump,fine,1,1
realDonaldTrump,flake,-1,2
realDonaldTrump,flexible,1,1
realDonaldTrump,fool,-1,1
realDonaldTrump,fortunately,1,2
realDonaldTrump,fortune,1,4
realDonaldTrump,fraud,-1,10
realDonaldTrump,fraudulent,-1,2
realDonaldTrump,free,1,5
realDonaldTrump,freedom,1,2
realDonaldTrump,freedoms,1,1
realDonaldTrump,frozen,-1,1
realDonaldTrump,fun,1,4
realDonaldTrump,funny,-1,7
realDonaldTrump,furious,-1,1
realDonaldTrump,gained,1,1
realDonaldTrump,gains,1,1
realDonaldTrump,garbage,-1,1
realDonaldTrump,gasp,-1,1
realDonaldTrump,genius,1,1
realDonaldTrump,genuine,1,1
realDonaldTrump,glorious,1,1
realDonaldTrump,glowingly,1,1
realDonaldTrump,gold,1,1
realDonaldTrump,good,1,40
realDonaldTrump,goofy,-1,23
realDonaldTrump,gracious,1,1
realDonaldTrump,grateful,1,1
realDonaldTrump,great,1,272
realDonaldTrump,greatest,1,4
realDonaldTrump,grieve,-1,1
realDonaldTrump,guarantee,1,1
realDonaldTrump,guidance,1,1
realDonaldTrump,guilty,-1,2
realDonaldTrump,hack,-1,1
realDonaldTrump,happily,1,2
realDonaldTrump,happy,1,13
realDonaldTrump,hard,-1,16
realDonaldTrump,hate,-1,4
realDonaldTrump,hated,-1,2
realDonaldTrump,haters,-1,3
realDonaldTrump,hates,-1,2
realDonaldTrump,hedge,-1,1
realDonaldTrump,hell,-1,3
realDonaldTrump,helped,1,4
realDonaldTrump,helping,1,1
realDonaldTrump,hero,1,2
realDonaldTrump,hoax,-1,1
realDonaldTrump,honest,1,1
realDonaldTrump,honesty,1,1
realDonaldTrump,honor,1,19
realDonaldTrump,honored,1,7
realDonaldTrump,horrible,-1,8
realDonaldTrump,horrific,-1,4
realDonaldTrump,hostage,-1,2
realDonaldTrump,hostile,-1,3
realDonaldTrump,hurt,-1,4
realDonaldTrump,hurting,-1,1
realDonaldTrump,hurts,-1,3
realDonaldTrump,hypocrite,-1,1
realDonaldTrump,hysteria,-1,1
realDonaldTrump,ignorance,-1,1
realDonaldTrump,illegal,-1,11
realDonaldTrump,illegally,-1,1
realDonaldTrump,important,1,5
realDonaldTrump,impossible,-1,3
realDonaldTrump,impressed,1,3
realDonaldTrump,inaccurate,-1,3
realDonaldTrump,inaccurately,-1,1
realDonaldTrump,incapable,-1,1
realDonaldTrump,incompetence,-1,1
realDonaldTrump,incompetent,-1,4
realDonaldTrump,incorrect,-1,1
realDonaldTrump,incorrectly,-1,1
realDonaldTrump,incredible,1,12
realDonaldTrump,incredibly,1,2
realDonaldTrump,ineffective,-1,5
realDonaldTrump,innovation,1,2
realDonaldTrump,innovative,1,1
realDonaldTrump,insane,-1,1
realDonaldTrump,insecure,-1,1
realDonaldTrump,insulting,-1,1
realDonaldTrump,intelligent,1,1
realDonaldTrump,interesting,1,9
realDonaldTrump,interests,1,3
realDonaldTrump,irrelevant,-1,5
realDonaldTrump,irresponsible,-1,1
realDonaldTrump,issue,-1,2
realDonaldTrump,issues,-1,2
realDonaldTrump,joke,-1,12
realDonaldTrump,kill,-1,1
realDonaldTrump,killed,-1,14
realDonaldTrump,killer,-1,3
realDonaldTrump,killing,-1,6
realDonaldTrump,knock,-1,3
realDonaldTrump,kudos,1,1
realDonaldTrump,lame,-1,1
realDonaldTrump,laughable,-1,1
realDonaldTrump,laughingstock,-1,1
realDonaldTrump,lead,1,6
realDonaldTrump,leading,1,3
realDonaldTrump,leads,1,5
realDonaldTrump,led,1,3
realDonaldTrump,legendary,1,1
realDonaldTrump,lemon,-1,2
realDonaldTrump,leverage,1,1
realDonaldTrump,liar,-1,3
realDonaldTrump,liars,-1,1
realDonaldTrump,lie,-1,10
realDonaldTrump,lied,-1,4
realDonaldTrump,lies,-1,11
realDonaldTrump,like,1,42
realDonaldTrump,liked,1,3
realDonaldTrump,likes,1,1
realDonaldTrump,logical,1,1
realDonaldTrump,lose,-1,6
realDonaldTrump,loser,-1,1
realDonaldTrump,losers,-1,3
realDonaldTrump,losing,-1,1
realDonaldTrump,loss,-1,2
realDonaldTrump,losses,-1,4
realDonaldTrump,lost,-1,12
realDonaldTrump,love,1,32
realDonaldTrump,loved,1,1
realDonaldTrump,lovely,1,1
realDonaldTrump,loves,1,3
realDonaldTrump,loving,1,1
realDonaldTrump,loyal,1,1
realDonaldTrump,luck,1,2
realDonaldTrump,lucky,1,1
realDonaldTrump,luxurious,1,1
realDonaldTrump,lying,-1,2
realDonaldTrump,magical,1,1
realDonaldTrump,magnificent,1,3
realDonaldTrump,magnificently,1,1
realDonaldTrump,malicious,-1,1
realDonaldTrump,meltdown,-1,1
realDonaldTrump,mess,-1,9
realDonaldTrump,misinformed,-1,1
realDonaldTrump,misleading,-1,1
realDonaldTrump,misrepresent,-1,3
realDonaldTrump,miss,-1,2
realDonaldTrump,missed,-1,3
realDonaldTrump,mistake,-1,1
realDonaldTrump,mistakes,-1,4
realDonaldTrump,mock,-1,2
realDonaldTrump,modern,1,1
realDonaldTrump,murder,-1,2
realDonaldTrump,nasty,-1,4
realDonaldTrump,negative,-1,9
realDonaldTrump,neglected,-1,1
realDonaldTrump,neurotic,-1,3
realDonaldTrump,nice,1,28
realDonaldTrump,nicely,1,1
realDonaldTrump,nonexistent,-1,1
realDonaldTrump,obsolete,-1,1
realDonaldTrump,offensive,-1,1
realDonaldTrump,openly,1,1
realDonaldTrump,opponent,-1,2
realDonaldTrump,oppress,-1,1
realDonaldTrump,optimism,1,1
realDonaldTrump,outrage,-1,1
realDonaldTrump,outraged,-1,1
realDonaldTrump,ovation,1,1
realDonaldTrump,overrated,-1,3
realDonaldTrump,overtaxed,-1,1
realDonaldTrump,panic,-1,1
realDonaldTrump,passion,1,1
realDonaldTrump,pathetic,-1,4
realDonaldTrump,patriot,1,1
realDonaldTrump,peaceful,1,3
realDonaldTrump,penalty,-1,1
realDonaldTrump,perfect,1,2
realDonaldTrump,phony,-1,11
realDonaldTrump,pleased,1,1
realDonaldTrump,poor,-1,5
realDonaldTrump,poorly,-1,3
realDonaldTrump,popular,1,2
realDonaldTrump,positive,1,4
realDonaldTrump,poverty,-1,5
realDonaldTrump,powerful,1,2
realDonaldTrump,praising,1,1
realDonaldTrump,pretty,1,1
realDonaldTrump,problem,-1,2
realDonaldTrump,problems,-1,4
realDonaldTrump,productive,1,3
realDonaldTrump,progress,1,1
realDonaldTrump,promise,1,1
realDonaldTrump,promised,1,1
realDonaldTrump,promising,1,2
realDonaldTrump,promoter,1,1
realDonaldTrump,proper,1,3
realDonaldTrump,properly,1,3
realDonaldTrump,pros,1,1
realDonaldTrump,protect,1,6
realDonaldTrump,protection,1,5
realDonaldTrump,protest,-1,3
realDonaldTrump,proud,1,19
realDonaldTrump,proven,1,6
realDonaldTrump,proves,1,1
realDonaldTrump,puppet,-1,1
realDonaldTrump,puppets,-1,1
realDonaldTrump,pure,1,2
realDonaldTrump,qualified,1,4
realDonaldTrump,racism,-1,1
realDonaldTrump,racist,-1,6
realDonaldTrump,radical,-1,13
realDonaldTrump,raked,-1,1
realDonaldTrump,rant,-1,1
realDonaldTrump,ready,1,4
realDonaldTrump,reckless,-1,1
realDonaldTrump,recommend,1,2
realDonaldTrump,recovery,1,1
realDonaldTrump,reform,1,1
realDonaldTrump,reforms,1,3
realDonaldTrump,refreshing,1,1
realDonaldTrump,refusal,-1,1
realDonaldTrump,refuse,-1,1
realDonaldTrump,refuses,-1,8
realDonaldTrump,regard,1,1
realDonaldTrump,relentless,-1,1
realDonaldTrump,relief,1,1
realDonaldTrump,resignation,-1,1
realDonaldTrump,respect,1,4
realDonaldTrump,respectful,1,1
realDonaldTrump,restored,1,1
realDonaldTrump,rich,1,4
realDonaldTrump,ridiculous,-1,1
realDonaldTrump,right,1,19
realDonaldTrump,rip,-1,1
realDonaldTrump,risk,-1,2
realDonaldTrump,rough,-1,2
realDonaldTrump,rumors,-1,1
realDonaldTrump,rust,-1,1
realDonaldTrump,sabotage,-1,1
realDonaldTrump,sad,-1,22
realDonaldTrump,safe,1,24
realDonaldTrump,sarcasm,-1,1
realDonaldTrump,sass,-1,1
realDonaldTrump,savage,-1,1
realDonaldTrump,savaged,-1,1
realDonaldTrump,scary,-1,1
realDonaldTrump,scratched,-1,1
realDonaldTrump,scream,-1,1
realDonaldTrump,secure,1,1
realDonaldTrump,selfishly,-1,1
realDonaldTrump,sensitive,1,1
realDonaldTrump,shame,-1,3
realDonaldTrump,shoddy,-1,1
realDonaldTrump,sick,-1,3
realDonaldTrump,sickness,-1,1
realDonaldTrump,silent,1,1
realDonaldTrump,slaughter,-1,2
realDonaldTrump,slaughtered,-1,1
realDonaldTrump,smart,1,15
realDonaldTrump,smoothly,1,1
realDonaldTrump,sneak,-1,1
realDonaldTrump,soft,1,2
realDonaldTrump,solid,1,2
realDonaldTrump,sorry,-1,3
realDonaldTrump,spectacular,1,1
realDonaldTrump,steal,-1,1
realDonaldTrump,stealing,-1,1
realDonaldTrump,stimulate,1,1
realDonaldTrump,stolen,-1,2
realDonaldTrump,strain,-1,1
realDonaldTrump,strong,1,12
realDonaldTrump,stronger,1,1
realDonaldTrump,struck,-1,1
realDonaldTrump,stupid,-1,4
realDonaldTrump,stupidest,-1,1
realDonaldTrump,stupidity,-1,3
realDonaldTrump,stupor,-1,1
realDonaldTrump,subvert,-1,1
realDonaldTrump,succeed,1,2
realDonaldTrump,success,1,3
realDonaldTrump,successful,1,4
realDonaldTrump,sue,-1,1
realDonaldTrump,suffered,-1,2
realDonaldTrump,suffering,-1,1
realDonaldTrump,suffers,-1,2
realDonaldTrump,super,1,5
realDonaldTrump,superior,1,1
realDonaldTrump,support,1,43
realDonaldTrump,supported,1,2
realDonaldTrump,supporter,1,2
realDonaldTrump,supporting,1,2
realDonaldTrump,supports,1,5
realDonaldTrump,supreme,1,6
realDonaldTrump,sweetheart,1,1
realDonaldTrump,talent,1,2
realDonaldTrump,talented,1,4
realDonaldTrump,talents,1,1
realDonaldTrump,terrible,-1,13
realDonaldTrump,terribly,-1,2
realDonaldTrump,terrific,1,5
realDonaldTrump,terror,-1,6
realDonaldTrump,terrorism,-1,10
realDonaldTrump,thank,1,308
realDonaldTrump,threat,-1,5
realDonaldTrump,threaten,-1,1
realDonaldTrump,thrill,1,1
realDonaldTrump,thrilled,1,1
realDonaldTrump,tired,-1,3
realDonaldTrump,top,1,8
realDonaldTrump,tough,1,14
realDonaldTrump,tougher,1,1
realDonaldTrump,toughness,-1,1
realDonaldTrump,tragedy,-1,2
realDonaldTrump,tragic,-1,1
realDonaldTrump,trick,-1,1
realDonaldTrump,triumph,1,1
realDonaldTrump,trouble,-1,4
realDonaldTrump,trump,1,254
realDonaldTrump,trust,1,2
realDonaldTrump,trusted,1,1
realDonaldTrump,truthful,1,1
realDonaldTrump,tumble,-1,1
realDonaldTrump,twist,-1,1
realDonaldTrump,unable,-1,5
realDonaldTrump,unacceptable,-1,1
realDonaldTrump,unbelievable,-1,4
realDonaldTrump,undecided,-1,1
realDonaldTrump,underestimate,-1,1
realDonaldTrump,undermines,-1,1
realDonaldTrump,unfairly,-1,1
realDonaldTrump,unfit,-1,6
realDonaldTrump,unfortunately,-1,1
realDonaldTrump,unhappy,-1,1
realDonaldTrump,unity,1,5
realDonaldTrump,unpredictable,-1,1
realDonaldTrump,unqualified,-1,1
realDonaldTrump,unreal,1,1
realDonaldTrump,unrelenting,-1,1
realDonaldTrump,unrest,-1,1
realDonaldTrump,untrue,-1,1
realDonaldTrump,unwatchable,-1,2
realDonaldTrump,upset,-1,1
realDonaldTrump,vibrant,1,1
realDonaldTrump,vice,-1,6
realDonaldTrump,vicious,-1,4
realDonaldTrump,viciously,-1,3
realDonaldTrump,victory,1,8
realDonaldTrump,vigilance,1,1
realDonaldTrump,vigilant,1,3
realDonaldTrump,violent,-1,4
realDonaldTrump,virtue,1,1
realDonaldTrump,visionary,1,1
realDonaldTrump,warm,1,1
realDonaldTrump,warned,-1,1
realDonaldTrump,warped,-1,1
realDonaldTrump,waste,-1,3
realDonaldTrump,wasting,-1,2
realDonaldTrump,weak,-1,11
realDonaldTrump,weakness,-1,6
realDonaldTrump,welcome,1,3
realDonaldTrump,well,1,18
realDonaldTrump,wild,-1,5
realDonaldTrump,willing,1,2
realDonaldTrump,wimpy,-1,1
realDonaldTrump,win,1,33
realDonaldTrump,winner,1,5
realDonaldTrump,winning,1,7
realDonaldTrump,wins,1,4
realDonaldTrump,won,1,17
realDonaldTrump,wonder,1,2
realDonaldTrump,wonderful,1,23
realDonaldTrump,wonderfully,1,1
realDonaldTrump,work,1,17
realDonaldTrump,worried,-1,2
realDonaldTrump,worse,-1,11
realDonaldTrump,worst,-1,10
realDonaldTrump,worth,1,1
realDonaldTrump,wounds,-1,1
realDonaldTrump,wow,1,29
realDonaldTrump,wrong,-1,14
